Name,Description,Age,Rating_out_of_5,No_of_Ratings,Price,Link
"School Zone - Bilingual Spanish/English Flash Cards 4 Pack - Ages 4+, Preschool to Kindergarten, ESL, Language Immersion, ABCs, Sight Words, and More (English and Spanish Edition) (Flash Card 4-pk)","
Find our complete line of educational resources at Amazon.com/SchoolZonePublishing. CARD FEATURES  4 card decks containing 56 flash cards each and at least 1 parent card with tips and directions in both Spanish and English  For ages 4 and up  Large 3.0 x 5.575 glossy cardstock  Includes a deck of each: Bilingual Alphabet Flash Cards, Bilingual Basic Sight Words Flash Cards, Bilingual Numbers 1-100 Flash Cards, and Color, Shapes & More Flash Cards   Bilingual Alphabet Flash Cards help teach beginning letters and sounds in Spanish and connects them to corresponding objects; for example: B is for boat (barca)   Bilingual Basic Sight Words Flash Cards present basic words frequently found in beginning reader books   Bilingual Numbers 1-100 Flash Cards practice number words, even/odd numbers, addition, subtraction, skip counting by 2s, 5s, and 10s   Colors, Shapes & More Flash Cards present rhyming words, numbers, colors, shapes, and directional words   Adjacent Spanish/English words on the cards allow fast, at-a-glance translation   Ideal for ESL learners of any age and immersion classrooms   Big, bold, words are easy-to-read   Develop speed, accuracy, and confidence   Portable and perfect for on-the-go learning!  EXCELLENT - This bilingual set contains 4 packs of Spanish/English flash cards. Those flashcard titles include Spanish Alphabet flash cards, Basic Sight Words, Numbers 1 to 100, and Colors, Shapes & More. These decks are educational flash cards kids are sure to enjoy at home or school! This set is intended for children ages 4 and up.FLASH CARDS FOR KIDS - Kids and parents who use our flashcards for practice testing are using one of the most effective learning techniques available. A hundred years of research shows practice testing is highly likely to boost retention. RESULTS - Our learning materials have helped educate three generations of kids, creating lifelong learners, and the legacy continues. Digital content, kids flash cards, language and math workbooks, readers, toys, and learning card games are all crafted through a child s eyes while integrating parent and teacher standards.PREPARATION - Let us help you prepare your young children for the next grade level with our workbooks, flashcards, learning card games for kids, books and a Little Scholar Tablet. Keep kids ""classroom ready"" with these great supplemental learning tools and more!AWARD WINNING - School Zone content has won The Parents Choice Foundation Award, Tillywig Toy Awards, Brainchild Award, Family Choice Award, Mom's Choice Awards Honoring Excellence, Gold Star Toy Scholastic Parent and Child Award and many more.OUR STORY - Almost 40 years ago, long-time educators James Hoffman, Ed.D., and his wife Joan Hoffman, M.A., began a retail supply outlet for teachers, then soon identified a need for at-home learning materials to help parents support and supplement their children s classroom instruction. School Zone Publishing fast emerged as the market leader in workbooks and flashcards for preschoolers through sixth graders.School Zone remains family-owned, focused on excellence, responsive to customers, alert to emerging technology, and committed to the community. We continually update our products with new features and content, reflective of changing standards, evolving teaching methods, and overall best practices. As just one example, we update our kids workbook curriculum on an as-needed basis to address changing standards such as those presented by the National Council of Teachers of Mathematics (NCTM) and Common Core.

",Ages: 7 - 9 years,4.7,1.738,$10.79,https://www.amazon.com/School-Zone-Bilingual-Spanish-English/dp/1601599382/ref=sr_1_677?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-677
Baby University ABC's Board Book Set: A Scientific Alphabet Board Book Set for Babies and Toddlers (Science Gifts for Kids) (Baby University Board Book Sets),"
The perfect science baby gift for your future genius!The Baby University ABC's baby board book set includes educational books for toddlers written by an expert that features colorful, simple introductions to scientific principles for babies. Its approach to early learning is beloved by kids and grownups!Included in this Four-Book Set:ABCs of SpaceABCs of MathematicsABCs of PhysicsABCs of ScienceThis baby board book set is the perfect way to introduce basic scientific concepts and STEM to even the youngest scientist and makes a wonderful newborn baby gift! If you're looking for other STEM-minded boss baby toys, books, and gifts, check out the full Baby University series, including Robotics for Babies, Organic Chemistry for Babies, and 8 Little Planets.

",Ages: 0 - 3 years,4.8,1.343,$27.59,https://www.amazon.com/Baby-University-ABCs-Four-Book-Set/dp/1492684406/ref=sr_1_678?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-678
Little Women (Puffin in Bloom),"
Louisa May Alcott's classic tale of four sisters in a deluxe hardcover edition, with beautiful cover illustrations by Anna Bond, the artist behind world-renowned stationery brand Rifle Paper Co.Grown-up Meg, tomboyish Jo, timid Beth, and precocious Amy. The four March sisters couldn't be more different. But with their father away at war, and their mother working to support the family, they have to rely on one another. Whether they're putting on a play, forming a secret society, or celebrating Christmas, there's one thing they can't help wondering: Will Father return home safely?

",Ages: 9 - 12 years,4.6,10.247,$11.99,https://www.amazon.com/Little-Women-Puffin-Louisa-Alcott/dp/0147514010/ref=sr_1_679?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-679
How to Tie Your Shoes,"
Learn how to tie your shoes! This book includes a real shoelace and a model shoe you assemble yourself. Step-by-step instructions teach crisscross lacing, ""bunny ear"" bows, loop bows, and double knots. Your child will be a pro in no time. Let's get started today!  Make learning to tie your shoes fun! Includes four different step-by-step instructions for crisscross, bunny ear bow, loop bow, and double knot bow Color-coded laces (aqua and yellow) help guide in the processing of learning how to tie your shoes Practice again and again! Real laces allow your child to learn at their own pace Put new skills into practice with a make-it-yourself model shoe 

",Ages: 3 - 9 years,4.6,1.979,$9.99,https://www.amazon.com/Your-Shoes-Cottage-Door-Press/dp/168052318X/ref=sr_1_680?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-680
The Bad Seed,"
★ A New York Times bestseller! ★ An Amazon Best Children's Book of the Year selectionFrom the New York Times bestselling author of the Goodnight Already! seriesThis is a book about a bad seed. A baaaaaaaaaad seed. How bad? Do you really want to know? He has a bad temper, bad manners, and a bad attitude. He's been bad since he can remember! With Jory John's charming and endearing text and bold expressive illustrations by Pete Oswald, here is The Bad Seed: a funny yet touching tale that reminds us of the remarkably transformative power of will, acceptance, and just being you. Perfect for young readers, as well as anyone navigating their current world, The Bad Seed proves that positive change is possible for each and every one of us.

",Ages: 4 - 8 years,4.7,8.478,$0.00,https://www.amazon.com/Bad-Seed-Jory-John/dp/006246776X/ref=sr_1_681?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-681
"Go, Dog Go (I Can Read It All By Myself, Beginner Books)","
A 60th Anniversary Edition of P.D. Eastman's canine classic—perfect for fans of the Netlix Original Go, Dog. Go! animated preschool series!   Written for beginning readers using only 75 different words, this beloved Beginner Book by P.D. Eastman—edited by Dr. Seuss—features all kinds of wonderful dogs riding bicycles, scooters, skiis, roller skates, and driving all sorts of vehicles on their way to a party held on top of a tree! Available for a limited time only with a peel-off 60th Anniversary Edition sticker on the front cover, this is a perfect gift for P.D. Eastman fans and dog lovers of all ages! Originally created by Dr. Seuss himself, Beginner Books are fun, funny, and easy to read. These unjacketed hardcover early readers encourage children to read all on their own, using simple words and illustrations. Smaller than the classic large format Seuss picture books like The Lorax and Oh, The Places You'll Go!, these portable packages are perfect for practicing readers ages 3-7, and lucky parents too! ""The canine cartoons make an elementary text funny and coherent and still one of the best around.""--School Library Journal.  

",Ages: 3 - 7 years,4.8,3.664,$9.99,https://www.amazon.com/Dog-Read-Myself-Beginner-Books/dp/0394800206/ref=sr_1_682?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-682
"Mighty, Mighty Construction Site (Easy Reader Books, Preschool Prep Books, Toddler Truck Book)","
The #1 New York Times BestsellerRecommended for children ages 2 5 years to enjoy any time of day.A focus on team building, friendship, and working together: At last—here from the team behind the beloved international bestseller comes a companion to Goodnight, Goodnight, Construction Site. Down in the big construction site, all of the favorite trucks are back facing their biggest job yet and will need the help of new construction friends to get it done. Mighty, Mighty Construction Site teaches kids that when working as a team, even a big job seems small! They find out that with teamwork, nothing is impossible!The perfect book for kids learning how to work and play together, make new friends, and overcome obstaclesIdeal for family and elementary school story timeCreated by Sherri Duskey Rinker and Tom Lichtenheld, the team behind #1 New York Times bestsellers Goodnight, Goodnight, Construction Site and Steam Train, Dream Train The millions of fans of Goodnight, Goodnight, Construction Site are in for a mighty good time with the sequel, Mighty, Mighty Construction Site!Recommended for young readers – and their construction vehicle loving grown ups – to read and enjoy any time of day.Kids will recognize their favorite truck characters – Dump Truck, Excavator, Cement Mixer, Bulldozer and more – and meet some smiling new friends like Skid Steer, Backhoe, Flatbed, Pumper Truck, and Front End LoaderPerfect family read aloud bookFilled with vibrant illustrations, rich vocabulary and easy to follow rhymesFor students in preschool through Grade 1 who are non readers and those beginning to work on word recognition and independent reading

",Ages: 3 - 6 years,4.9,2.28,$0.00,https://www.amazon.com/Mighty-Construction-Sherri-Duskey-Rinker/dp/1452152160/ref=sr_1_683?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-683
"A Tale of Witchcraft... (A Tale of Magic..., 2)","
Brystal and her friends have saved the world from the evil Snow Queen and secured worldwide acceptance for the magical community. But in this magical series, their journey is just beginning . . .When a mysterious new witch arrives at the academy, the celebrations are cut short. As the witch begins recruiting faeries into her rival school of witchcraft, it becomes clear she has dark intentions. And soon Brystal's friend Lucy becomes embroiled in an ominous plot against mankind.Elsewhere, the fragile peace is on the brink of shattering. Outrage has spread throughout the kingdoms in opposition to the legalization of magic. And, a dangerous and centuries-old clan known as the Righteous Brotherhood has resurfaced, with one goal in mind: to exterminate all magical life forever . . . starting with Brystal. The enchanting sequel to the New York Times bestselling A Tale of Magic... is filled with brand-new adventures and a cast of memorable characters, both familiar and new.

",Ages: 8 - 12 years,4.9,1.363,$13.11,https://www.amazon.com/Tale-Witchcraft-Magic/dp/0316523569/ref=sr_1_684?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-684
Harry Potter And The Prisoner Of Azkaban,"
For twelve long years, the dread fortress of Azkaban held an infamous prisoner named Sirius Black. Convicted of killing thirteen people with a single curse, he was said to be the heir apparent to the Dark Lord, Voldemort.   Now he has escaped, leaving only two clues as to where he might be headed: Harry Potter's defeat of You-Know-Who was Black's downfall as well. And the Azkaban guards heard Black muttering in his sleep, ""He's at Hogwarts . . . he's at Hogwarts.""   Harry Potter isn't safe, not even within the walls of his magical school, surrounded by his friends. Because on top of it all, there may well be a traitor in their midst.

",Ages: 9 - 12 years,4.9,2.735,$15.49,https://www.amazon.com/Harry-Potter-Prisoner-Azkaban-Rowling/dp/0439136350/ref=sr_1_685?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-685
I'm a Big Sister,"
With an author's note about what big siblings need—extra guidance, reassurance, love—and sweet, engaging artwork, it's no wonder that nearly 4 million families have chosen I’m a Big Sister and its companion book, I’m a Big Brother, to prepare their young ones for their first big transition. ""Someone new is at our house,"" begins this loving, reassuring celebration of sisterhood from trusted author Joanna Cole.Told through the eyes of a new older sister, this simple story lays out all the good things about being an older sibling, and just how exciting welcoming a new member to the family can be.

",Ages: 4 - 8 years,4.8,5.111,$4.99,https://www.amazon.com/Im-Big-Sister-Joanna-Cole/dp/0061900621/ref=sr_1_686?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-686
